hhcode,sec,fortnightly,food,s12bq03,s12bq04,s12bq05,s12bq06,s12bq07,s12bq08,Totalincome,Region,Province,hhsize,Real_income,,
10920400314,BSB,2927,76102,6037,72444,1090,13080,22080,22080,183706,rural,Punjab,9,57769.18239,,
10920400315,BSB,2344,60944,5109,61308,2600,31200,49110,49110,202562,rural,Punjab,6,63698.74214,,
10920400316,BSB,2973,77298,5744,68928,4800,57600,40710,40710,244536,rural,Punjab,9,76898.11321,,
11020100101,BSB,2331,60606,2415,28980,1850,22200,39630,39630,151416,rural,Punjab,6,47615.09434,,
11020100102,BSB,869,22594,1030,12360,130,1560,8590,8590,45104,rural,Punjab,2,14183.6478,,
11020100103,BSB,1282,33332,2536,30432,1590,19080,5950,5950,88794,rural,Punjab,5,27922.64151,,
11020100104,BSB,5169,134394,3540,42480,710,8520,37500,37500,222894,rural,Punjab,9,70092.45283,,
11020100105,BSB,2753,71578,3135,37620,2050,24600,49500,49500,183298,rural,Punjab,6,57640.8805,,
11020100106,BSB,1963,51038,2439,29268,1380,16560,17320,17320,114186,rural,Punjab,4,35907.54717,,
11020100107,BSB,4413,114738,6210,74520,8585,103020,33580,33580,325858,rural,Punjab,7,102471.0692,,
11020100108,BSB,1393,36218,2284,27408,950,11400,20340,20340,95366,rural,Punjab,5,29989.30818,,
11020100109,BSB,1738,45188,3270,39240,1050,12600,7900,7900,104928,rural,Punjab,4,32996.22642,,
11020100110,BSB,2388,62088,3905,46860,6780,81360,23600,23600,213908,rural,Punjab,6,67266.66667,,
11020100111,BSB,2203,57278,2212,26544,1950,23400,24680,24680,131902,rural,Punjab,13,41478.61635,,
11020100112,BSB,682,17732,1257,15084,1000,12000,10330,10330,55146,rural,Punjab,2,17341.50943,,
11020100113,BSB,3778,98228,5080,60960,4670,56040,23100,23100,238328,rural,Punjab,8,74945.91195,,
11020100114,BSB,2565,66690,3170,38040,6090,73080,27100,27100,204910,rural,Punjab,8,64437.10692,,
11020100115,BSB,2414,62764,2884,34608,2700,32400,16350,16350,146122,rural,Punjab,10,45950.31447,,
11020100116,BSB,2531,65806,2712,32544,925,11100,27730,27730,137180,rural,Punjab,7,43138.36478,,
11020100201,BSB,991,25766,2462,29544,4980,59760,30280,30280,145350,rural,Punjab,6,45707.54717,,
11020100202,BSB,863,22438,1826,21912,600,7200,6720,6720,58270,rural,Punjab,3,18323.89937,,
11020100203,BSB,967,25142,1275,15300,470,5640,8390,8390,54472,rural,Punjab,2,17129.55975,,
11020100204,BSB,1994,51844,2012,24144,990,11880,22940,22940,110808,rural,Punjab,5,34845.28302,,
11020100205,BSB,1588,41288,2194,26328,880,10560,10980,10980,89156,rural,Punjab,8,28036.47799,,
11020100206,BSB,1163,30238,1991,23892,1150,13800,14300,14300,82230,rural,Punjab,6,25858.49057,,
11020100207,BSB,1290,33540,1187,14244,650,7800,16190,16190,71774,rural,Punjab,7,22570.44025,,
11020100208,BSB,951,24726,1480,17760,485,5820,22470,22470,70776,rural,Punjab,2,22256.60377,,
11020100209,BSB,1673,43498,3896,46752,3600,43200,27800,27800,161250,rural,Punjab,12,50707.54717,,
11020100210,BSB,1791,46566,1555,18660,400,4800,28950,28950,98976,rural,Punjab,4,31124.5283,,
11020100211,BSB,1193,31018,3085,37020,1030,12360,17420,17420,97818,rural,Punjab,2,30760.37736,,
11020100212,BSB,1701,44226,3770,45240,2700,32400,55530,55530,177396,rural,Punjab,6,55784.90566,,
11020100213,BSB,638,16588,1915,22980,1050,12600,48050,48050,100218,rural,Punjab,4,31515.09434,,
11020100214,BSB,5275,137150,4715,56580,2790,33480,46950,46950,274160,rural,Punjab,9,86213.83648,,
11020100215,BSB,727,18902,2250,27000,405,4860,7720,7720,58482,rural,Punjab,3,18390.56604,,
11020100216,BSB,1253,32578,2630,31560,920,11040,22500,22500,97678,rural,Punjab,5,30716.3522,,
11020200101,BSB,1323,34398,3845,46140,350,4200,5260,5260,89998,rural,Punjab,8,28301.25786,,
11020200102,BSB,1092,28392,1735,20820,820,9840,7200,7200,66252,rural,Punjab,9,20833.96226,,
11020200103,BSB,1301,33826,2811,33732,420,5040,10810,10810,83408,rural,Punjab,4,26228.93082,,
11020200104,BSB,1903,49478,4259,51108,650,7800,11820,11820,120206,rural,Punjab,7,37800.62893,,
11020200105,BSB,1495,38870,2657,31884,1500,18000,27785,27785,116539,rural,Punjab,8,36647.48428,,
11020200106,BSB,5182,134732,7784,93408,2700,32400,41920,41920,302460,rural,Punjab,15,95113.20755,,
11020200107,BSB,2507,65182,5330,63960,2500,30000,14955,14955,174097,rural,Punjab,5,54747.48428,,
11020200108,BSB,2343,60918,3915,46980,935,11220,11970,11970,131088,rural,Punjab,8,41222.64151,,
11020200109,BSB,965,25090,3624,43488,900,10800,5350,5350,84728,rural,Punjab,8,26644.02516,,
11020200110,BSB,1333,34658,1861,22332,300,3600,24570,24570,85160,rural,Punjab,5,26779.87421,,
11020200111,BSB,3338,86788,2212,26544,1325,15900,17631,17631,146863,rural,Punjab,5,46183.33333,,
11020200112,BSB,7067,183742,7810,93720,4380,52560,28670,28670,358692,rural,Punjab,13,112796.2264,,
11020200113,BSB,1488,38688,2609,31308,700,8400,14350,14350,92746,rural,Punjab,7,29165.40881,,
11020200114,BSB,2206,57356,4265,51180,800,9600,11460,11460,129596,rural,Punjab,7,40753.45912,,
11020200115,BSB,1840,47840,3660,43920,750,9000,8285,8285,109045,rural,Punjab,6,34290.8805,,
11020200116,BSB,2262,58812,4643,55716,2620,31440,133280,133280,279248,rural,Punjab,9,87813.83648,,
11020200201,BSB,754,19604,1942,23304,425,5100,29780,29780,77788,rural,Punjab,8,24461.63522,,
11020200202,BSB,678,17628,1690,20280,150,1800,13350,13350,53058,rural,Punjab,1,16684.90566,,
11020200203,BSB,1234,32084,2825,33900,650,7800,2930,2930,76714,rural,Punjab,8,24123.89937,,
11020200204,BSB,931,24206,2453,29436,330,3960,15480,15480,73082,rural,Punjab,8,22981.76101,,
11020200205,BSB,1015,26390,2447,29364,850,10200,29340,29340,95294,rural,Punjab,8,29966.66667,,
11020200206,BSB,2393,62218,6744,80928,2100,25200,44140,44140,212486,rural,Punjab,9,66819.49686,,
11020200207,BSB,1640,42640,4613,55356,590,7080,17570,17570,122646,rural,Punjab,6,38567.92453,,
11020200208,BSB,1223,31798,3311,39732,1035,12420,8880,8880,92830,rural,Punjab,7,29191.8239,,
11020200209,BSB,3177,82602,2032,24384,2600,31200,13530,13530,151716,rural,Punjab,4,47709.43396,,
11020200210,BSB,1557,40482,1920,23040,2000,24000,13220,13220,100742,rural,Punjab,4,31679.87421,,
11020200211,BSB,1678,43628,2255,27060,1700,20400,16820,16820,107908,rural,Punjab,8,33933.33333,,
11020200212,BSB,932,24232,1307,15684,1010,12120,9630,9630,61666,rural,Punjab,2,19391.8239,,
11020200213,BSB,1092,28392,2486,29832,650,7800,7440,7440,73464,rural,Punjab,5,23101.88679,,
11020200214,BSB,1696,44096,1281,15372,900,10800,4750,4750,75018,rural,Punjab,2,23590.56604,,
11020200215,BSB,834,21684,1455,17460,740,8880,5900,5900,53924,rural,Punjab,4,16957.2327,,
11020200216,BSB,1299,33774,3243,38916,880,10560,10960,10960,94210,rural,Punjab,5,29625.78616,,
11020300101,BSB,1095,28470,3076,36912,2980,35760,24460,24460,125602,rural,Punjab,9,39497.48428,,
11020300102,BSB,963,25038,2345,28140,560,6720,2730,2730,62628,rural,Punjab,3,19694.33962,,
11020300103,BSB,1401,36426,2432,29184,515,6180,8505,8505,80295,rural,Punjab,3,25250,,
11020300104,BSB,790,20540,3822,45864,1750,21000,17450,17450,104854,rural,Punjab,4,32972.95597,,
11020300105,BSB,964,25064,2175,26100,1110,13320,20050,20050,84534,rural,Punjab,7,26583.01887,,
11020300106,BSB,2787,72462,2150,25800,2950,35400,87220,87220,220882,rural,Punjab,7,69459.74843,,
11020300107,BSB,1047,27222,2460,29520,1450,17400,13270,13270,87412,rural,Punjab,3,27488.05031,,
11020300108,BSB,385,10010,1517,18204,630,7560,25425,25425,61199,rural,Punjab,6,19244.96855,,
11020300109,BSB,1646,42796,3794,45528,1500,18000,14200,14200,120524,rural,Punjab,9,37900.62893,,
11020300110,BSB,1750,45500,4950,59400,1280,15360,44470,44470,164730,rural,Punjab,8,51801.88679,,
11020300111,BSB,1757,45682,1850,22200,460,5520,14520,14520,87922,rural,Punjab,6,27648.42767,,
11020300112,BSB,860,22360,2217,26604,450,5400,6310,6310,60674,rural,Punjab,3,19079.87421,,
11020300113,BSB,6720,174720,6140,73680,61900,742800,172590,172590,1163790,rural,Punjab,7,365971.6981,,
11020300114,BSB,672,17472,3172,38064,250,3000,6150,6150,64686,rural,Punjab,7,20341.50943,,
11020300115,BSB,1049,27274,2490,29880,250,3000,3340,3340,63494,rural,Punjab,3,19966.66667,,
11020300116,BSB,839,21814,1480,17760,860,10320,5250,5250,55144,rural,Punjab,4,17340.8805,,
11020300201,BSB,3321,86346,10336,124032,5000,60000,85160,85160,355538,rural,Punjab,9,111804.4025,,
11020300202,BSB,1531,39806,5428,65136,2050,24600,28110,28110,157652,rural,Punjab,8,49576.10063,,
11020300203,BSB,325,8450,2352,28224,720,8640,12440,12440,57754,rural,Punjab,4,18161.63522,,
11020300204,BSB,2107,54782,3654,43848,1050,12600,15450,15450,126680,rural,Punjab,7,39836.47799,,
11020300205,BSB,1639,42614,3354,40248,550,6600,14620,14620,104082,rural,Punjab,3,32730.18868,,
11020300206,BSB,684,17784,1715,20580,610,7320,14090,14090,59774,rural,Punjab,4,18796.85535,,
11020300207,BSB,1622,42172,3772,45264,530,6360,14015,14015,107811,rural,Punjab,6,33902.83019,,
11020300208,BSB,1738,45188,4948,59376,1550,18600,27280,27280,150444,rural,Punjab,7,47309.43396,,
11020300209,BSB,1071,27846,2564,30768,550,6600,16160,16160,81374,rural,Punjab,3,25589.30818,,
11020300210,BSB,1405,36530,4865,58380,3120,37440,14820,14820,147170,rural,Punjab,10,46279.87421,,
11020300211,BSB,3004,78104,5187,62244,1200,14400,16060,16060,170808,rural,Punjab,4,53713.20755,,
11020300212,BSB,1204,31304,2507,30084,580,6960,27530,27530,95878,rural,Punjab,10,30150.31447,,
11020300213,BSB,841,21866,1457,17484,200,2400,2860,2860,44610,rural,Punjab,7,14028.30189,,
11020300214,BSB,1163,30238,1085,13020,200,2400,4740,4740,50398,rural,Punjab,3,15848.42767,,
11020300215,BSB,1070,27820,4500,54000,1200,14400,9720,9720,105940,rural,Punjab,7,33314.46541,,
11020300216,BSB,1355,35230,2346,28152,450,5400,8800,8800,77582,rural,Punjab,6,24396.85535,,
11020400101,BSB,2104,54704,5760,69120,2400,28800,27270,27270,179894,rural,Punjab,8,56570.44025,,
11020400102,BSB,2747,71422,5940,71280,1600,19200,16920,16920,178822,rural,Punjab,13,56233.33333,,
11020400103,BSB,779,20254,1963,23556,520,6240,6735,6735,56785,rural,Punjab,4,17856.91824,,
11020400104,BSB,625,16250,2980,35760,500,6000,9480,9480,67490,rural,Punjab,5,21223.27044,,
11020400105,BSB,1046,27196,3439,41268,2550,30600,16860,16860,115924,rural,Punjab,6,36454.08805,,
11020400106,BSB,1245,32370,5240,62880,2800,33600,20355,20355,149205,rural,Punjab,6,46919.81132,,
11020400107,BSB,1697,44122,2239,26868,450,5400,6220,6220,82610,rural,Punjab,9,25977.98742,,
11020400108,BSB,761,19786,1403,16836,330,3960,4910,4910,45492,rural,Punjab,3,14305.66038,,
11020400109,BSB,3767,97942,3881,46572,2300,27600,41550,41550,213664,rural,Punjab,11,67189.93711,,
11020400110,BSB,601,15626,983,11796,550,6600,4520,4520,38542,rural,Punjab,2,12120.12579,,
11020400111,BSB,1240,32240,1706,20472,300,3600,5820,5820,62132,rural,Punjab,6,19538.36478,,
11020400112,BSB,1852,48152,3357,40284,1000,12000,17040,17040,117476,rural,Punjab,4,36942.13836,,
11020400113,BSB,1642,42692,5075,60900,4100,49200,19390,19390,172182,rural,Punjab,6,54145.28302,,
11020400114,BSB,2314,60164,6230,74760,4600,55200,34850,34850,224974,rural,Punjab,7,70746.54088,,
11020400115,BSB,2444,63544,5172,62064,3500,42000,15670,15670,183278,rural,Punjab,6,57634.59119,,
11020400116,BSB,1493,38818,2241,26892,730,8760,10760,10760,85230,rural,Punjab,4,26801.88679,,
11020400201,BSB,733,19058,3620,43440,1900,22800,9190,9190,94488,rural,Punjab,7,29713.20755,,
11020400202,BSB,552,14352,718,8616,300,3600,2320,2320,28888,rural,Punjab,2,9084.27673,,
11020400203,BSB,1770,46020,5316,63792,740,8880,6500,6500,125192,rural,Punjab,5,39368.55346,,
11020400204,BSB,1583,41158,2810,33720,1800,21600,242720,242720,339198,rural,Punjab,3,106666.0377,,
11020400205,BSB,1657,43082,3252,39024,700,8400,10120,10120,100626,rural,Punjab,3,31643.39623,,
11020400206,BSB,1311,34086,4063,48756,940,11280,16585,16585,110707,rural,Punjab,7,34813.52201,,
11020400207,BSB,1714,44564,3997,47964,2600,31200,18105,18105,141833,rural,Punjab,3,44601.57233,,
11020400208,BSB,2684,69784,5857,70284,1450,17400,34050,34050,191518,rural,Punjab,5,60225.78616,,
11020400209,BSB,2287,59462,2928,35136,1200,14400,49240,49240,158238,rural,Punjab,9,49760.37736,,
11020400210,BSB,1777,46202,2857,34284,875,10500,19930,19930,110916,rural,Punjab,5,34879.24528,,
11020400211,BSB,1121,29146,5110,61320,700,8400,8995,8995,107861,rural,Punjab,8,33918.55346,,
11020400212,BSB,1967,51142,1702,20424,350,4200,15880,15880,91646,rural,Punjab,5,28819.49686,,
11020400213,BSB,1209,31434,5207,62484,1400,16800,7330,7330,118048,rural,Punjab,5,37122.01258,,
11020400214,BSB,4797,124722,7336,88032,1250,15000,26220,26220,253974,rural,Punjab,10,79866.03774,,
11020400215,BSB,1605,41730,3599,43188,2100,25200,41115,41115,151233,rural,Punjab,5,47557.54717,,
11020400216,BSB,1478,38428,2110,25320,2550,30600,17110,17110,111458,rural,Punjab,5,35049.68553,,
11120100101,BSB,2319,60294,2610,31320,900,10800,37530,37530,139944,rural,Punjab,8,44007.54717,,
11120100102,BSB,2743,71318,5540,66480,1725,20700,21020,21020,179518,rural,Punjab,3,56452.20126,,
11120100103,BSB,1840,47840,4821,57852,1000,12000,15865,15865,133557,rural,Punjab,6,41999.0566,,
11120100104,BSB,3670,95420,10070,120840,5730,68760,30570,30570,315590,rural,Punjab,13,99242.13836,,
11120100105,BSB,1321,34346,3755,45060,750,9000,7200,7200,95606,rural,Punjab,6,30064.77987,,
11120100106,BSB,1286,33436,4630,55560,1380,16560,9235,9235,114791,rural,Punjab,6,36097.79874,,
11120100107,BSB,400,10400,1164,13968,580,6960,7335,7335,38663,rural,Punjab,4,12158.1761,,
11120100108,BSB,1450,37700,1874,22488,1175,14100,8950,8950,83238,rural,Punjab,3,26175.4717,,
11120100109,BSB,860,22360,3761,45132,920,11040,8930,8930,87462,rural,Punjab,6,27503.77358,,
11120100110,BSB,2866,74516,3890,46680,1000,12000,31300,31300,164496,rural,Punjab,13,51728.30189,,
11120100111,BSB,1039,27014,1495,17940,780,9360,7830,7830,62144,rural,Punjab,2,19542.13836,,
11120100112,BSB,496,12896,2517,30204,535,6420,2200,2200,51720,rural,Punjab,7,16264.15094,,
11120100113,BSB,1069,27794,1660,19920,230,2760,10200,10200,60674,rural,Punjab,2,19079.87421,,
11120100114,BSB,1158,30108,2264,27168,350,4200,6180,6180,67656,rural,Punjab,5,21275.4717,,
11120100115,BSB,1774,46124,2820,33840,900,10800,9630,9630,100394,rural,Punjab,6,31570.44025,,
11120100116,BSB,1243,32318,1571,18852,600,7200,14290,14290,72660,rural,Punjab,8,22849.0566,,
11120100201,BSB,1993,51818,2531,30372,400,4800,9960,9960,96950,rural,Punjab,6,30487.42138,,
11120100202,BSB,4198,109148,5134,61608,1670,20040,26170,26170,216966,rural,Punjab,6,68228.30189,,
11120100203,BSB,3972,103272,3331,39972,2450,29400,39235,39235,211879,rural,Punjab,5,66628.61635,,
11120100204,BSB,587,15262,901,10812,750,9000,4525,4525,39599,rural,Punjab,2,12452.51572,,
11120100205,BSB,1376,35776,5773,69276,650,7800,8395,8395,121247,rural,Punjab,7,38127.98742,,
11120100206,BSB,2586,67236,3672,44064,2400,28800,50560,50560,190660,rural,Punjab,6,59955.97484,,
11120100207,BSB,2004,52104,3210,38520,1080,12960,12065,12065,115649,rural,Punjab,2,36367.61006,,
11120100208,BSB,1460,37960,4589,55068,2100,25200,27700,27700,145928,rural,Punjab,8,45889.30818,,
11120100209,BSB,1972,51272,2738,32856,870,10440,15470,15470,110038,rural,Punjab,5,34603.14465,,
11120100210,BSB,2909,75634,5547,66564,3110,37320,14205,14205,193723,rural,Punjab,6,60919.18239,,
11120100211,BSB,2557,66482,4154,49848,680,8160,10905,10905,135395,rural,Punjab,8,42577.04403,,
11120100212,BSB,297,7722,1582,18984,230,2760,2165,2165,31631,rural,Punjab,3,9946.855346,,
11120100213,BSB,2751,71526,4005,48060,600,7200,17510,17510,144296,rural,Punjab,5,45376.10063,,
11120100214,BSB,1329,34554,4243,50916,440,5280,10980,10980,101730,rural,Punjab,7,31990.56604,,
11120100215,BSB,1556,40456,2332,27984,450,5400,19860,19860,93700,rural,Punjab,5,29465.40881,,
11120100216,BSB,5273,137098,5085,61020,1900,22800,46880,46880,267798,rural,Punjab,10,84213.20755,,
11120200101,BSB,2023,52598,3888,46656,950,11400,31700,31700,142354,rural,Punjab,5,44765.40881,,
11120200102,BSB,1993,51818,5135,61620,640,7680,22820,22820,143938,rural,Punjab,7,45263.52201,,
11120200103,BSB,1187,30862,4785,57420,730,8760,27080,27080,124122,rural,Punjab,8,39032.07547,,
11120200104,BSB,2653,68978,4850,58200,780,9360,16620,16620,153158,rural,Punjab,9,48162.89308,,
11120200105,BSB,1501,39026,4950,59400,1600,19200,22530,22530,140156,rural,Punjab,11,44074.21384,,
11120200106,BSB,1496,38896,4690,56280,450,5400,14800,14800,115376,rural,Punjab,7,36281.76101,,
11120200107,BSB,2660,69160,4068,48816,300,3600,34820,34820,156396,rural,Punjab,4,49181.13208,,
11120200108,BSB,3904,101504,7257,87084,4600,55200,79880,79880,323668,rural,Punjab,11,101782.3899,,
11120200109,BSB,5453,141778,7366,88392,3800,45600,119980,119980,395750,rural,Punjab,13,124449.6855,,
11120200110,BSB,3536,91936,5224,62688,1800,21600,56840,56840,233064,rural,Punjab,6,73290.56604,,
11120200111,BSB,2552,66352,4275,51300,1600,19200,18180,18180,155032,rural,Punjab,5,48752.20126,,
11120200112,BSB,1118,29068,2810,33720,1250,15000,17070,17070,94858,rural,Punjab,6,29829.55975,,
11120200113,BSB,1238,32188,2435,29220,1000,12000,16671,16671,90079,rural,Punjab,6,28326.72956,,
11120200114,BSB,1581,41106,3878,46536,370,4440,25010,25010,117092,rural,Punjab,7,36821.38365,,
11120200115,BSB,947,24622,2430,29160,225,2700,7530,7530,64012,rural,Punjab,6,20129.55975,,
11120200116,BSB,1142,29692,2240,26880,500,6000,7770,7770,70342,rural,Punjab,3,22120.12579,,
11120200201,BSB,1267,32942,3383,40596,802,9624,17000,17000,100162,rural,Punjab,6,31497.48428,,
11120200202,BSB,938,24388,1465,17580,250,3000,5380,5380,50348,rural,Punjab,2,15832.7044,,
11120200203,BSB,1340,34840,6254,75048,660,7920,30880,30880,148688,rural,Punjab,10,46757.2327,,
11120200204,BSB,1939,50414,3575,42900,2150,25800,18960,18960,138074,rural,Punjab,9,43419.49686,,
11120200205,BSB,2490,64740,4009,48108,2300,27600,46970,46970,187418,rural,Punjab,4,58936.47799,,
11120200206,BSB,693,18018,3437,41244,870,10440,21345,21345,91047,rural,Punjab,3,28631.13208,,
11120200207,BSB,1269,32994,3185,38220,800,9600,12810,12810,93624,rural,Punjab,4,29441.50943,,
11120200208,BSB,1465,38090,2752,33024,2100,25200,35700,35700,132014,rural,Punjab,6,41513.83648,,
11120200209,BSB,2032,52832,5616,67392,3130,37560,52680,52680,210464,rural,Punjab,5,66183.6478,,
11120200210,BSB,1104,28704,3010,36120,1100,13200,11802,11802,89826,rural,Punjab,4,28247.16981,,
11120200211,BSB,1862,48412,5258,63096,900,10800,32195,32195,154503,rural,Punjab,10,48585.84906,,
11120200212,BSB,2227,57902,4230,50760,2420,29040,21855,21855,159557,rural,Punjab,4,50175.15723,,
11120200213,BSB,3551,92326,3043,36516,970,11640,36000,36000,176482,rural,Punjab,6,55497.48428,,
11120200214,BSB,3387,88062,4939,59268,3120,37440,29160,29160,213930,rural,Punjab,7,67273.58491,,
11120200215,BSB,2339,60814,3555,42660,2550,30600,22560,22560,156634,rural,Punjab,7,49255.97484,,
11120200216,BSB,1149,29874,2340,28080,450,5400,4290,4290,67644,rural,Punjab,1,21271.69811,,
11120300101,BSB,1104,28704,1887,22644,550,6600,10155,10155,68103,rural,Punjab,6,21416.03774,,
11120300102,BSB,1103,28678,3040,36480,585,7020,53530,53530,125708,rural,Punjab,4,39530.81761,,
11120300103,BSB,1517,39442,2458,29496,600,7200,17510,17510,93648,rural,Punjab,6,29449.0566,,
11120300104,BSB,470,12220,2821,33852,770,9240,14900,14900,70212,rural,Punjab,4,22079.24528,,
11120300105,BSB,2022,52572,4924,59088,650,7800,36370,36370,155830,rural,Punjab,6,49003.14465,,
11120300106,BSB,1394,36244,3931,47172,1260,15120,24080,24080,122616,rural,Punjab,6,38558.49057,,
11120300107,BSB,1657,43082,5057,60684,3350,40200,125730,125730,269696,rural,Punjab,8,84810.06289,,
11120300108,BSB,1704,44304,2456,29472,940,11280,25290,25290,110346,rural,Punjab,6,34700,,
11120300109,BSB,1522,39572,4875,58500,8020,96240,96450,96450,290762,rural,Punjab,6,91434.59119,,
11120300110,BSB,2236,58136,3666,43992,2450,29400,76025,76025,207553,rural,Punjab,3,65268.23899,,
11120300111,BSB,1557,40482,4216,50592,2500,30000,22705,22705,143779,rural,Punjab,5,45213.52201,,
11120300112,BSB,2130,55380,4639,55668,3200,38400,42310,42310,191758,rural,Punjab,8,60301.25786,,
11120300113,BSB,1368,35568,1940,23280,520,6240,11080,11080,76168,rural,Punjab,5,23952.20126,,
11120300114,BSB,1393,36218,3758,45096,1140,13680,45190,45190,140184,rural,Punjab,7,44083.01887,,
11120300115,BSB,470,12220,1785,21420,3050,36600,38630,38630,108870,rural,Punjab,7,34235.84906,,
